Groupid,Id,Matchid,Matchtype,Assists,Boosts,Damagedealt,Headshotkills,Heals,Is Duo,Is Squad,Kills,Killstreaks,Longestkill,Matchduration,Matchkillrank,Matchtypeint,Maxplace,Numenemiesknocked,Numgroups,Overallkillrank,Overallwinbasedrank,Revives,Ridedistance,Swimdistance,Teamkills,Vehicledestroys,Walkdistance,Weaponsacquired,Winplaceperc,Ln Damage Dealt,Ln Match Kill Rank,Ln Win Place Perc,Ln Win Place Perc
86d187d1368e5d,5b772438bd3755,c8c1cdc7d6706f,duo,0,0,64.26,0,0,1,0,0,0,0,"1,306",70,2,48,0,44,"1,000","1,500",1,0,0,0,0,189.2,3,0.3191,4.162937354,4.248495242,-1.142250746,-1.142250746
d5673384b13901,1d2f22a9bf2da5,1fc5a7173451d5,duo,0,0,96.32,0,0,1,0,0,0,0,"1,348",73,2,48,0,47,0,0,1,0,0,0,0,118.9,3,0.2553,4.567675982,4.290459441,-1.365315955,-1.365315955
b7753316ab032e,c5fb82e7999ba6,d0acdf3a32345e,duo,0,0,85.54,0,0,1,0,0,0,0,"1,944",64,2,50,0,48,0,0,1,3562,0,0,0,422.2,3,0.4694,4.448984103,4.158883083,-0.756299996,-0.756299996
b3e18618ab5ead,c8694ad8d07e9e,9825bed8b45f0e,duo,0,0,81.48,0,1,1,0,0,0,0,"1,736",48,2,48,0,46,0,0,1,0,0,0,0,3730,5,0.8085,4.400357591,3.871201011,-0.2125746,-0.2125746
12e5cbb813f807,5fc7124a9e9a3d,23230eb4b16104,duo,0,0,150.7,0,1,1,0,0,0,0,"1,449",47,2,48,0,48,0,0,1,0,0,0,0,2809,6,0.8511,5.015291106,3.850147602,-0.161225648,-0.161225648
1d8aee69ef5af5,a5144e05089b57,f800acab62dd33,duo,0,0,100,0,0,1,0,0,0,0,"1,468",72,2,48,1,46,0,0,1,0,0,0,0,193.5,2,0.2766,4.605170186,4.276666119,-1.28518286,-1.28518286
fb0283d8f20fe1,0e1f0bd09b4cf3,eed02a296b80aa,duo,0,0,100,0,0,1,0,0,0,0,"1,435",79,2,48,1,47,0,0,1,0,0,0,0,128.6,3,0.1702,4.605170186,4.369447852,-1.770781063,-1.770781063
35d43e11383a50,045365842612c4,9ab2d688562684,duo,0,0,210.1,0,0,1,0,0,0,0,"1,866",44,2,49,1,48,0,0,1,0,0,0,0,1501,3,0.8542,5.347583608,3.784189634,-0.157589921,-0.157589921
b21bbc4468074d,cfb797b9b30426,75ddb4cd579c9f,duo,0,0,20.78,0,0,1,0,0,0,0,"1,984",60,2,46,1,45,"1,000","1,500",1,0,0,0,0,1358,4,0.4,3.033990986,4.094344562,-0.916290732,-0.916290732
3caf4f064379c1,7472ca035f04e4,f0a0128a6fa4c4,duo,0,0,86.63,0,1,1,0,0,0,0,"1,921",63,2,46,1,45,0,0,1,0,0,0,0,372.5,4,0.3778,4.461646176,4.143134726,-0.973390324,-0.973390324
0065d0e75f0fbb,8d14b552d34453,c19218f5be3635,duo,0,0,250.7,0,1,1,0,0,0,0,"1,865",76,2,49,2,46,0,0,1,0,0,0,0,169.9,1,0.2292,5.524257005,4.33073334,-1.473160294,-1.473160294
fb0de4db149caf,1c1575aeb9819d,7fb06bb4c1a766,duo,0,1,54.45,0,0,1,0,0,0,0,"1,351",54,2,48,0,44,"1,483","1,534",1,0,0,0,0,1438,2,0.617,3.997282849,3.988984047,-0.482886255,-0.482886255
6816a11e9363b3,91c25fb75d2ec1,cee4dd1fb4c5cf,duo,0,1,42.73,0,1,1,0,0,0,0,"1,292",43,2,48,0,45,0,0,1,0,0,0,0,2363,5,0.9574,3.75490125,3.761200116,-0.043534002,-0.043534002
fdc1ff9e977aaa,4d669b354f358e,242f3058626d26,duo,0,1,25.8,0,0,1,0,0,0,0,"1,390",62,2,46,1,43,0,0,1,0,0,0,0,413.4,2,0.3556,3.250374492,4.127134385,-1.033948775,-1.033948775
da21cdbb6a530e,9433d148aa7608,4f1570afc5bde8,duo,0,1,42.57,0,1,1,0,0,0,0,"1,790",56,2,49,1,46,0,0,1,836.8,0,0,0,1418,8,0.6667,3.75114978,4.025351691,-0.405415109,-0.405415109
9d824150669edc,b3ca9fc8e71c9b,13ae5f5699b85d,duo,0,1,109,0,0,1,0,0,0,0,"1,856",42,2,46,1,45,"1,000","1,500",1,0,0,0,0,2594,10,0.6889,4.691347882,3.737669618,-0.372659156,-0.372659156
1d3964cda1abe8,9273c1a3c108f0,92eed02329b0aa,duo,0,2,128.1,0,1,1,0,0,0,0,"1,419",59,2,47,0,46,0,0,1,0,0,0,0,591.4,4,0.4783,4.852811209,4.077537444,-0.737517128,-0.737517128
d86e18b4e1274c,555593dcfc2723,fbf909d1277f5b,duo,0,2,69.09,0,1,1,0,0,0,0,"1,363",52,2,49,0,47,0,0,1,0,0,0,0,1084,4,0.625,4.235410003,3.951243719,-0.470003629,-0.470003629
0a0226f90cc569,db286aa18a8cd4,3fd96e90c29896,duo,0,2,74.58,0,1,1,0,0,0,0,"1,910",43,2,48,0,44,0,0,1,996,0,0,0,2131,6,0.8936,4.311872375,3.761200116,-0.112497031,-0.112497031
836a1d3b0ea6be,9751a3d2beab9d,e04f5044427d57,duo,0,2,65.6,0,1,1,0,0,0,0,"1,378",45,2,45,1,45,"1,000","1,500",1,0,0,0,0,1559,4,0.7273,4.183575696,3.80666249,-0.318416232,-0.318416232
4295b00f5343ea,fad35683bed136,78ecf9031a0db7,duo,0,2,110.4,0,2,1,0,0,0,0,"1,392",58,2,48,1,46,0,0,1,0,0,0,0,236.7,4,0.4681,4.704110134,4.060443011,-0.759073331,-0.759073331
bd6a318baaebb4,a595c7604b80a4,8fd69b414624ca,duo,0,2,260.3,0,2,1,0,0,0,0,"1,975",40,2,48,1,45,"1,258","1,493",1,3252,0,0,0,1795,6,0.8511,5.561834812,3.688879454,-0.161225648,-0.161225648
432c1fae7a8bea,90870fcef2dc24,a75500f6a70630,duo,0,3,83.89,0,1,1,0,0,0,0,"1,333",50,2,50,0,48,"1,300","1,508",1,503.6,0,0,0,1953,4,0.6735,4.429506417,3.912023005,-0.395267283,-0.395267283
86c72f5cd45734,1efde00a2d4910,f0041af4e3bfe7,duo,0,3,90.98,0,2,1,0,0,0,0,"1,309",51,2,48,1,48,0,0,1,0,0,0,0,2627,3,0.766,4.510639702,3.931825633,-0.266573109,-0.266573109
5136e39fbdc91e,d587db8a17f66c,da431f4a8b1ba3,duo,0,3,137.9,0,3,1,0,0,0,0,"1,378",56,2,49,1,47,0,0,1,0,0,0,0,566.6,3,0.6042,4.926528785,4.025351691,-0.50385001,-0.50385001
48922fdff66344,f9e4e5a41967d4,08d9bd9527a27b,duo,0,3,109.7,0,5,1,0,0,0,0,"1,969",46,2,49,1,49,0,0,1,6010,87.32,0,0,4076,4,0.8125,4.697749367,3.828641396,-0.207639365,-0.207639365
1cf3ea1ce5ac78,c253ebfecf01fd,7500ed5734117d,duo,0,4,148.6,0,2,1,0,0,0,0,"1,265",44,2,48,0,47,"1,232","1,491",1,0,0,0,0,2150,4,0.9149,5.001258132,3.784189634,-0.088940509,-0.088940509
3d50b8b5dd8127,7794764b753526,0c4d18ae15be58,duo,0,2,71.65,0,2,1,0,0,0,0,"1,293",11,2,11,0,11,"1,000","1,500",1,4765,0,0,0,1747,5,0.9,4.271793154,2.397895273,-0.105360516,-0.105360516
c2dee81e0d526a,2d9f518866f086,73235c36728c77,duo,0,0,100,0,0,1,0,1,1,13.1,"1,392",32,2,45,0,39,0,0,1,0,0,0,0,36.58,1,0.1136,4.605170186,3.465735903,-2.175071773,-2.175071773
17bbbbad5b5668,0964b4ec18c8c9,92b437231c1d53,duo,0,0,11.6,0,0,1,0,1,1,17.62,"1,786",37,2,45,0,41,969,"1,463",1,0,0,0,0,33.03,3,0.1136,2.451005098,3.610917913,-2.175071773,-2.175071773
b55ae2da955045,13951dc4182abb,571a21d5d697d4,duo,0,0,101.9,0,0,1,0,1,1,7.112,"1,448",28,2,46,0,43,0,0,1,0,0,0,0,1793,3,0.7333,4.62399194,3.33220451,-0.310200384,-0.310200384
e9884f3cdd241a,e25234d6b26971,a885e7965983e9,duo,0,0,16.15,0,0,1,0,1,1,16.59,"2,071",25,2,45,0,44,0,0,1,0,0,0,0,921.4,4,0.4773,2.78192005,3.218875825,-0.739610055,-0.739610055
cac4b2207dde98,504db7e2917df9,5ce04bdbb8c150,duo,0,0,103.4,0,0,1,0,1,1,4.205,"1,469",34,2,47,0,45,0,0,1,0,0,0,0,733.6,4,0.6304,4.638604962,3.526360525,-0.46140074,-0.46140074
8b63c53d88bf43,d16d6fd9798058,a4e87bffbb482d,duo,0,0,170.1,0,1,1,0,1,1,4.074,"1,954",32,2,47,0,45,"1,047","1,466",1,0,0,0,0,1115,6,0.5435,5.136386499,3.465735903,-0.609725572,-0.609725572
e7e78c6ec088b1,93d952737e7c69,88ba43d3e1c403,duo,0,0,35.32,0,0,1,0,1,1,5.478,"1,835",32,2,47,1,47,0,0,1,1807,0,0,0,345.1,1,0.4348,3.564449376,3.465735903,-0.832869124,-0.832869124
1ae53540edf6cd,1ccaaae75aa2c8,7fde3ed6976957,duo,0,0,195.9,0,1,1,0,1,1,11.02,"1,530",40,2,48,1,48,0,0,1,0,0,0,0,84.92,2,0.2979,5.277604325,3.688879454,-1.210997419,-1.210997419
6d031606e1fe0e,e848a25a7641ec,41f352c5567dab,duo,0,0,53.58,0,1,1,0,1,1,111.9,"1,440",29,2,48,1,45,"1,060","1,497",1,0,0,0,0,785.3,3,0.5745,3.981175864,3.36729583,-0.554255182,-0.554255182
448e21143c603a,66298a12364a81,e06a8d9f9597c3,duo,0,0,166.2,0,1,1,0,1,1,7.032,"1,820",33,2,48,1,45,"1,857","1,809",1,0,0,0,0,647.7,3,0.3617,5.113191882,3.496507561,-1.01694014,-1.01694014
39712ba5f4c96e,87e14ee7783ad5,a6db397664e23e,duo,0,0,136.9,0,0,1,0,1,1,29.55,"1,892",29,2,48,1,46,0,0,1,1098,0,0,0,1054,5,0.617,4.919250732,3.36729583,-0.482886255,-0.482886255
71540af5dc2c20,85d03f66854c37,9f0b671bf44139,duo,0,0,311.9,0,1,1,0,3,1,42.7,"1,926",11,2,47,1,46,"1,371","1,498",1,0,0,0,0,1863,8,0.6304,5.742682624,2.397895273,-0.46140074,-0.46140074
b42993641eb545,8a22d055253de9,76839168ce618f,duo,0,0,225.8,0,0,1,0,2,1,11.33,"1,323",17,2,48,2,45,0,0,1,0,0,0,0,2432,3,0.6596,5.419649652,2.833213344,-0.416121688,-0.416121688
04c1d2e8ce9e17,1f4c2a9597ed5b,ef93c286b6272d,duo,0,1,189.3,0,3,1,0,1,1,5.134,"1,906",33,2,49,0,46,0,0,1,0,0,0,0,469,2,0.5,5.243333058,3.496507561,-0.693147181,-0.693147181
7fcdd7cbc2ecc9,9.81E+13,31e73fcdfaa332,duo,0,1,145.2,0,1,1,0,1,1,1.508,"1,287",26,2,48,0,48,0,0,1,0,0,0,0,2402,3,0.8936,4.978112102,3.258096538,-0.112497031,-0.112497031
f880d5f9bb895c,1cfc258c7c9c21,059398cf6f1bec,duo,0,1,36.8,0,3,1,0,1,1,6.635,"2,000",32,2,48,0,47,0,0,1,2257,0,0,0,1359,7,0.6383,3.605497845,3.465735903,-0.448946887,-0.448946887
a9ccf9fde42fbf,01d3dc69fe29d4,2a0be9e44a6500,duo,0,1,190.4,0,2,1,0,2,1,3.998,"1,356",16,2,47,0,46,0,0,1,925.1,13.93,0,0,1081,2,0.6957,5.249127122,2.772588722,-0.362836746,-0.362836746
ca010fac18f0aa,fcce4c19e2b942,78c3b152918ad2,duo,0,1,167.2,0,0,1,0,1,1,7.339,"1,983",30,2,47,1,45,0,0,1,0,0,0,0,426.5,3,0.3478,5.119190701,3.401197382,-1.056127677,-1.056127677
9d340c89eb3812,9ebcdeb9c1e2d8,f2eb7c7de1a07e,duo,0,1,136.5,0,1,1,0,1,1,95.04,"1,890",33,2,47,1,45,0,0,1,1527,0,0,0,762.1,5,0.5,4.916324615,3.496507561,-0.693147181,-0.693147181
6473e7842b58c5,03421d771cf734,0ed47522fe64ff,duo,0,1,177.2,0,0,1,0,2,1,12.11,"1,404",23,2,46,1,43,0,0,1,0,0,0,0,206.6,2,0.3556,5.177279038,3.135494216,-1.033948775,-1.033948775
14e5005fa9f191,ef182c06ad761b,0860a6f58083a6,duo,0,1,243.8,0,6,1,0,3,1,51.86,"1,331",9,2,50,1,47,0,0,1,1423,0,0,0,1366,4,0.6939,5.496348217,2.197224577,-0.365427421,-0.365427421
648d4777ad9e15,f354679de58033,177073672316f1,duo,0,2,154.3,0,0,1,0,1,1,16.56,"1,769",33,2,49,0,49,"1,299","1,542",1,3687,0,0,0,1287,3,0.6458,5.038898759,3.496507561,-0.437265421,-0.437265421
b3ece753946c49,19ff95f87c0072,f01eb1073ef377,duo,0,2,256.8,0,7,1,0,1,1,44.49,"1,399",28,2,50,1,46,"1,248","1,456",1,0,0,0,0,2273,2,0.7755,5.548297572,3.33220451,-0.254247296,-0.254247296
d734ee6c6bf98c,7cac471e561cc9,a45e60c7afc35e,duo,0,3,189.4,0,0,1,0,1,1,190.6,"1,459",26,2,47,0,47,0,0,1,0,0,0,0,2860,3,0.8478,5.243861181,3.258096538,-0.16511052,-0.16511052
9175a7f18ce2bb,e7e3df147a8244,824218f5791602,duo,0,3,144.7,0,5,1,0,1,1,223.8,"1,342",24,2,49,0,49,"1,055","1,487",1,0,0,0,0,2806,4,0.8542,4.974662634,3.17805383,-0.157589921,-0.157589921
be916a494630e4,913467d69c90c4,50e59b5dfbac10,duo,0,3,26.16,0,4,1,0,1,1,48.08,"1,884",22,2,47,0,45,"1,353","1,505",1,6901,0,0,0,2444,6,0.9348,3.264231527,3.091042453,-0.067422676,-0.067422676
8840d5716a824e,e82b2bc6751c2a,8b19ff62347725,duo,0,3,100,0,6,1,0,1,1,20.64,"1,930",21,2,43,1,41,"1,287","1,500",1,1503,0,0,0,3413,6,0.881,4.605170186,3.044522438,-0.126697653,-0.126697653
32255cdbf9ea4d,e72882d79c8926,8d29a502c108a9,duo,0,3,101.4,0,1,1,0,1,1,3.725,"1,467",34,2,49,2,47,"1,000","1,500",1,0,0,0,0,500.3,3,0.5,4.619073091,3.526360525,-0.693147181,-0.693147181
3c36a5bc87c5c1,7b103c45b84428,9173582cb6486a,duo,0,6,130.3,0,3,1,0,3,1,174.3,"1,801",10,2,49,0,48,0,0,1,4218,0,0,0,3275,5,0.9792,4.869839484,2.302585093,-0.021019367,-0.021019367
f264c42db833b1,a9c736c4c13e65,be73aa0f7d74d1,duo,0,7,121.4,0,2,1,0,1,1,17.26,"1,321",20,2,49,0,48,0,0,1,1289,0,0,0,2352,5,0.9583,4.799090879,2.995732274,-0.042594398,-0.042594398
2590369916e4ee,0ea0d567e6e5be,56e4f9d97656f5,duo,0,0,273.9,1,0,1,0,3,1,233.2,"1,175",2,2,20,1,19,"1,429","1,569",1,0,0,0,0,2802,6,1,5.612763076,0.693147181,0,0
c1a186d219c42a,6736685eacd89b,cf33a5c78d1adf,duo,0,1,132.6,1,2,1,0,1,1,23.48,"1,440",40,2,48,0,48,0,0,1,0,0,0,0,196.7,2,0.4468,4.887337078,3.688879454,-0.805644212,-0.805644212
4a794cd8f86caf,0f91aadcf60cdb,ff05737e67cdf6,duo,0,1,73.75,1,1,1,0,1,1,28.03,"1,270",32,2,49,1,47,0,0,1,0,0,0,0,837.8,4,0.6875,4.300680995,3.465735903,-0.374693449,-0.374693449
5b47f908324d3a,a10e6dacff92ac,19b7fcf959ea38,duo,0,1,256.9,1,5,1,0,1,1,124.5,"1,285",27,2,49,1,48,"1,000","1,500",1,983.3,18.52,0,0,2572,6,0.9792,5.548686904,3.295836866,-0.021019367,-0.021019367
30a936cecc8fb2,7ce3c50e5d14f7,8005369259d7ea,duo,0,1,234.7,1,2,1,0,2,1,12.51,"1,939",17,2,47,1,45,"1,347","1,498",1,3729,0,0,0,1416,6,0.6522,5.458308103,2.833213344,-0.427404016,-0.427404016
2ffd28ed676b81,a0dd014c9b1f90,fa9b5d66ca27c8,duo,0,1,158.5,1,8,1,0,3,1,14.22,"1,988",11,2,47,1,44,0,0,1,0,0,0,0,508.1,4,0.5435,5.065754593,2.397895273,-0.609725572,-0.609725572
5e31a37499f2d2,6bd74749759bfd,dc37c4e80b5d59,duo,0,1,136.3,1,4,1,0,3,1,60.76,"1,937",9,2,49,1,47,0,0,1,0,0,0,0,2660,7,0.9167,4.914858339,2.197224577,-0.086975014,-0.086975014
d7644bc99b870a,6314310f1441e5,46912a3f54a083,duo,0,2,181,1,2,1,0,2,1,37.51,"1,897",17,2,49,0,48,0,0,1,2066,0,0,0,1589,6,0.7292,5.198497031,2.833213344,-0.315807236,-0.315807236
cd384e66e33977,0d023cbb6e94c0,9f9d4814e6c716,duo,0,2,409.5,1,5,1,0,2,1,143.4,"1,876",21,2,46,2,43,"1,547","1,556",1,0,0,0,0,905.4,3,0.4222,6.014936903,3.044522438,-0.862276144,-0.862276144
fe002842cc636a,d15703c81a11b2,a4fcfa9965d5af,duo,0,2,304.4,1,0,1,0,3,1,92.79,"1,859",9,2,50,2,48,"1,373","1,481",1,5168,0,0,0,2976,6,0.7551,5.718342626,2.197224577,-0.280905088,-0.280905088
d7259014bc0275,5d24e4ea33f647,6a0465af149ba7,duo,0,3,189.1,1,2,1,0,1,1,30.6,"1,884",11,2,22,0,20,"1,000","1,500",1,2626,0,0,0,2762,6,0.8095,5.242275976,2.397895273,-0.211338506,-0.211338506
e4d49d0d089fd7,d71b3fafcbb110,a6544afd10844d,duo,0,3,167.9,1,3,1,0,2,1,12.38,"1,844",22,2,50,1,50,0,0,1,0,0,0,0,539.7,7,0.5102,5.123368564,3.091042453,-0.672952473,-0.672952473
b6f36fa780a1d2,59772afc3e23c3,f3907f71559fce,duo,0,3,179.8,1,1,1,0,3,1,150.8,"1,383",5,2,49,2,44,0,0,1,738.3,203.4,0,0,2574,2,1,5.191845122,1.609437912,0,0
edddb7eb375789,dd53e734eba969,aaf79aa56b22a6,duo,0,4,70,1,1,1,0,1,1,29.52,"1,377",22,2,48,0,46,0,0,1,0,0,0,0,3114,3,0.9787,4.248495242,3.091042453,-0.021530119,-0.021530119
5cfee021b0a27c,5e9e192d386b55,595683a12da390,duo,0,4,194,1,7,1,0,2,1,162.9,"1,816",13,2,49,0,46,0,0,1,7527,0,0,0,1938,5,0.9167,5.267858159,2.564949357,-0.086975014,-0.086975014
82b40a12a0a0d1,dd64b3a8874dbc,cb68e1b7414605,duo,0,4,424.3,1,5,1,0,3,1,132.2,"1,958",8,2,47,1,45,0,0,1,3572,0,0,0,3797,7,0.9348,6.050440752,2.079441542,-0.067422676,-0.067422676
388e83898d6128,22d62e16a2d0c5,0b13151c1f9267,duo,0,4,398.9,1,5,1,0,5,1,35.24,"1,453",3,2,47,2,45,"1,304","1,483",1,0,64.87,0,0,2433,5,0.913,5.988710759,1.098612289,-0.091019398,-0.091019398
ace10b294b747b,74b784ce9280ce,655a6b948ab28a,duo,0,6,110.5,1,12,1,0,1,1,15.75,"1,196",24,2,50,0,49,0,0,1,1309,0,0,0,2795,5,0.9592,4.705015521,3.17805383,-0.041655675,-0.041655675
e87fee8d2f4574,bcc667f46f1965,24c7c6f451fd5f,duo,0,7,300.3,1,6,1,0,4,1,110.7,"1,424",5,2,48,3,47,0,0,1,0,0,0,0,3262,4,0.8936,5.704781975,1.609437912,-0.112497031,-0.112497031
72aec8a84d056e,e2aaae83042683,fcb5c90721f2c9,duo,0,3,120.9,1,1,1,0,1,1,145.9,"1,839",22,2,32,1,32,"1,000","1,500",1,4413,0,0,0,1716,6,0.5484,4.794963758,3.091042453,-0.600750331,-0.600750331
624adedf029474,83ff296f0772a5,fd5a22f4359e8e,duo,0,0,220.2,0,0,1,0,2,2,19.22,"1,883",25,2,46,1,45,0,0,1,0,0,0,0,139.3,1,0.1333,5.394536224,3.218875825,-2.015153052,-2.015153052
8842f96e074e78,4d6a4ced258cd4,e1d360aaa49ee0,duo,0,0,116.8,0,0,1,0,3,2,32.74,"1,921",7,2,49,1,46,0,0,1,538.3,0,0,0,1380,3,0.4792,4.76046307,1.945910149,-0.735637232,-0.735637232
fc7a7cfc9c5a1c,2812fad72264fc,ca16d049b9f655,duo,0,1,310.9,0,1,1,0,2,2,9.27,"1,319",15,2,48,1,46,"1,712","1,670",1,0,0,0,0,1106,3,0.7234,5.739471317,2.708050201,-0.323792959,-0.323792959
70534e2ecb113c,d7ecaa45e9b2a1,488d0d4a88946b,duo,0,1,428.5,0,1,1,0,2,2,91.72,"1,765",17,2,48,1,45,0,0,1,0,0,0,0,621.5,4,0.6383,6.060290738,2.833213344,-0.448946887,-0.448946887
2d5ff204d951bc,9b2bb95ccdb2ed,d6dbbc36514a7a,duo,0,2,100,0,4,1,0,2,2,5.832,"1,369",23,2,48,0,47,0,0,1,0,0,0,0,354.5,4,0.5319,4.605170186,3.135494216,-0.631299777,-0.631299777
0720b5d78ea01d,9099a4e793ff7b,f67a6909501f43,duo,0,2,110,0,9,1,0,2,2,34.15,"1,319",17,2,45,1,45,"1,248","1,456",1,0,0,0,0,476.1,1,0.5,4.700480366,2.833213344,-0.693147181,-0.693147181
52be94243c027c,d345bfdea38ef4,025e4fdb2234f3,duo,0,2,286,0,0,1,0,2,2,15.98,"1,371",19,2,49,1,48,"1,314","1,457",1,0,0,0,0,228.7,2,0.4167,5.655991811,2.944438979,-0.875388741,-0.875388741
9f1ee81c9ab997,8bccb6c9ebf258,205679b38adf09,duo,0,2,183.8,0,3,1,0,2,2,35.81,"1,359",15,2,49,1,47,"1,084","1,443",1,752,0,0,0,1698,3,0.625,5.21384821,2.708050201,-0.470003629,-0.470003629
7d097b53eb40ce,bd7e0c0c862e15,2e3658b0d32d78,duo,0,2,40.7,0,5,1,0,2,2,15.15,"1,895",20,2,50,1,47,0,0,1,0,0,0,0,2538,5,0.5714,3.706228092,2.995732274,-0.559665789,-0.559665789
50d4e429ad60b8,b621ae097d02ee,358366a82f1954,duo,0,2,273.9,0,1,1,0,2,2,12.21,"1,874",12,2,45,1,45,"1,283","1,451",1,0,0,0,0,4057,6,0.8864,5.612763076,2.48490665,-0.120586963,-0.120586963
debb4fbb286c01,6e8ee8e6be8534,f65499d771c6f4,duo,0,2,292,0,4,1,0,2,2,20.34,"1,353",21,2,49,2,48,"1,375","1,491",1,0,0,0,0,1618,4,0.6042,5.676753802,3.044522438,-0.50385001,-0.50385001
ac3a8c798da30c,3c13faae7d0013,b927fc49fb47bb,duo,0,2,362.4,0,9,1,0,2,2,21.84,"1,874",19,2,50,2,50,"1,449","1,484",1,3571,0,0,0,2143,9,0.6531,5.892748574,2.944438979,-0.426025022,-0.426025022
5b9c2d767860de,1b2143f9e9bff4,8f98018526f34b,duo,0,6,645.1,0,3,1,0,6,2,8.505,"1,937",3,2,48,3,48,0,0,1,1663,0,0,0,1322,7,0.766,6.469405344,1.098612289,-0.266573109,-0.266573109
f2aef0f0fe23c0,0c04532376e283,5fb04e1ee17477,duo,0,0,166,1,0,1,0,2,2,24.13,"1,472",23,2,47,1,45,0,0,1,0,0,0,0,169,2,0.1957,5.111987788,3.135494216,-1.631172405,-1.631172405
24d363038208cb,f80bb42de75831,9bc56b24a5f748,duo,0,0,200,1,1,1,0,2,2,7.896,"1,374",23,2,49,1,47,0,0,1,0,0,0,0,78.51,2,0.2292,5.298317367,3.135494216,-1.473160294,-1.473160294
2323485699b955,da3bfe508f6c1b,0cc96abb6d0eb2,duo,0,0,273.5,1,1,1,0,2,2,62.83,"1,320",15,2,43,1,42,0,0,1,0,10.86,0,0,466.6,3,0.4762,5.611301622,2.708050201,-0.741917345,-0.741917345
12432bfd83b78d,e463df137fe6d2,8d827ca495917a,duo,0,0,292.2,1,0,1,0,3,2,20.51,"1,339",13,2,47,2,45,0,0,1,0,0,0,0,197.9,2,0.2826,5.677438499,2.564949357,-1.263722809,-1.263722809
d91c834fdf2b15,9ac0fe50afe7ad,644054b6239391,duo,0,0,176.5,1,0,1,0,3,2,20.74,"1,353",12,2,49,2,45,0,0,1,0,0,0,0,619.6,5,0.5,5.173320876,2.48490665,-0.693147181,-0.693147181
be2c6dd93d9b19,e14f2bb8d12606,71829f95047224,duo,0,1,135.8,1,1,1,0,2,2,22.51,"1,389",18,2,49,1,47,0,0,1,0,0,0,0,1172,4,0.6667,4.911183215,2.890371758,-0.405415109,-0.405415109
decc2fabdb3dbb,528866e3159781,2104d17c547ebe,duo,0,1,132.3,1,1,1,0,2,2,39.29,"1,381",20,2,49,1,45,"1,009","1,475",1,0,0,0,0,387.8,6,0.4583,4.885072071,2.995732274,-0.780231287,-0.780231287
cec961b01f6341,bc1e2b119e1483,e35e12d81321f6,duo,0,1,297.6,1,1,1,0,4,2,31,"1,778",7,2,50,2,50,0,0,1,0,0,0,0,798,7,0.4694,5.695750303,1.945910149,-0.756299996,-0.756299996
78b487344237c6,fa5b82d724a73a,0e273bac8b921a,duo,0,2,284.6,1,1,1,0,2,2,36.57,"1,369",13,2,49,1,47,"1,084","1,502",1,0,0,0,0,2561,6,0.7917,5.651084686,2.564949357,-0.233572747,-0.233572747
1a54166f0da57b,b248b6e43f6555,43d15f9e783526,duo,0,2,500,1,2,1,0,3,2,31.19,"1,809",11,2,46,3,44,"1,273","1,422",1,0,0,0,0,865.4,3,0.3556,6.214608098,2.397895273,-1.033948775,-1.033948775
b5b92161b7baee,daad05b8ff4af7,691bcea19eb1ac,duo,0,4,271.1,1,7,1,0,2,2,86.25,"1,777",19,2,47,1,45,0,0,1,177.2,0,0,0,1108,5,0.3478,5.602487757,2.944438979,-1.056127677,-1.056127677
32041d5b11c415,1be3791906ef03,7778bc9227ee3d,duo,0,4,661.4,1,5,1,0,5,2,59.36,"1,922",4,2,48,2,45,0,0,1,3249,0,0,0,1851,8,0.8298,6.494358801,1.386294361,-0.186570571,-0.186570571
3c85730151c8d7,5aa7e353a6cfaf,86d9a30df97c80,duo,0,6,463.7,1,2,1,0,5,2,115,"1,973",3,2,48,2,46,0,0,1,308.3,128.5,0,0,3897,4,0.9574,6.139237791,1.098612289,-0.043534002,-0.043534002
3f232eacd0c737,81cc97c8a5b661,d32d882fa479b0,duo,0,6,390.2,1,6,1,0,4,2,116,"1,282",3,2,50,3,48,0,0,1,452.4,0,0,0,3003,11,0.9592,5.966659428,1.098612289,-0.041655675,-0.041655675
3caa84bdf7d328,06259b6a5172e4,efb78d68c1763b,duo,0,6,547.8,1,13,1,0,7,2,66.65,"1,869",1,2,47,4,43,0,0,1,5215,0,0,0,2323,5,0.8261,6.305910257,0,-0.191039447,-0.191039447
e2ae8fee31ffd6,ef89e891657cea,bd81b06b52e71a,duo,0,7,464.6,1,3,1,0,5,2,92.66,"1,420",3,2,48,2,45,"1,574","1,551",1,0,0,0,0,3507,4,0.9574,6.14117682,1.098612289,-0.043534002,-0.043534002
5aecfb56d0c21a,66ab2142a7b74f,1c01e0d2d8a68e,duo,0,0,115.8,2,0,1,0,2,2,84.06,"1,377",20,2,49,1,49,"1,128","1,502",1,0,0,0,0,1308,6,0.6667,4.751864565,2.995732274,-0.405415109,-0.405415109
3217c49fc37c31,d488cb8a88fe22,aa2eb93514336b,duo,0,5,419.8,2,0,1,0,4,2,162.2,"1,416",3,2,46,2,44,"1,215","1,532",1,0,0,0,0,1982,8,0.9778,6.039778407,1.098612289,-0.022450129,-0.022450129
f8d0c2e97da200,d8c0addc8c1070,23dc10ed46b460,duo,0,5,587.5,2,2,1,0,6,2,252.5,"1,870",2,2,48,3,47,0,0,1,836.1,0,0,0,3360,4,0.9149,6.375876246,0.693147181,-0.088940509,-0.088940509
